"","Year","Land_Ocean_Temp","CO2_Concentration","N2O_Concentration","CH4_Concentration","Year1","Entity","Population","GDP_PerCap","GDP_Rank","CO2_Share","CO2_Share_Rank","Year2","Entity1","CO2_Emissions","CO2_PerCap","CO2_PerCapRank","N2O_Emissions","N2O_PerCap","N2O_PerCapRank","Year3","Entity2","CH4_Emissions","CH4_PerCap","CH4_PerCapRank"
"3299","1977",14.11,333.83,NA,NA,"1977","Kenya",1463.9,307.02,"Very Low",0.0274,"Less Than 0.5%","1977","Kenya",503.521051,0.343958638568208,"Very Low",613.0932,0.418808115308423,"Low","1977","Kenya",1348.29,0.921026026367921,"Low"
"3300","1978",14.02,335.4,298.82,1532.77,"1978","Kenya",1520.5,348.81,"Very Low",0.0285,"Less Than 0.5%","1978","Kenya",529.673627,0.348354901019402,"Very Low",660.641,0.434489312726077,"Low","1978","Kenya",1440.8,0.947583031897402,"Low"
"3301","1979",14.13,336.84,300.04,1549.53,"1979","Kenya",1579.8,394.64,"Very Low",0.0256,"Less Than 0.5%","1979","Kenya",501.183847,0.317245124066337,"Very Low",713.1395,0.451411254589189,"Low","1979","Kenya",1552.91,0.982978858083302,"Low"
"3302","1980",14.18,338.75,300.65,1566.28,"1980","Kenya",1641.7,442.54,"Very Low",0.0317,"Less Than 0.5%","1980","Kenya",615.150478,0.374703342876287,"Very Low",649.8003,0.39580940488518,"Low","1980","Kenya",1464.2,0.891880367911311,"Low"
"3303","1981",14.22,340.11,301.23,1583.48,"1981","Kenya",1706.4,401.7,"Very Low",0.0345,"Less Than 0.5%","1981","Kenya",647.305767,0.379339994725738,"Very Low",640.1097,0.375122890295359,"Low","1981","Kenya",1461.07,0.856229488982653,"Low"
"3304","1982",14.09,341.45,303.56,1600.69,"1982","Kenya",1773.6,362.62,"Very Low",0.0249,"Less Than 0.5%","1982","Kenya",463.379057,0.261264691587731,"Very Low",708.7654,0.399619643662607,"Low","1982","Kenya",1575.78,0.888464140730717,"Low"
"3305","1983",14.26,343.05,303.78,1617.89,"1983","Kenya",1843.2,324.4,"Very Low",0.0248,"Less Than 0.5%","1983","Kenya",459.462199,0.249274196506076,"Very Low",784.4085,0.42556884765625,"Low","1983","Kenya",1716.94,0.931499565972222,"Low"
"3306","1984",14.07,344.65,304.02,1635.09,"1984","Kenya",1914.6,323.37,"Very Low",0.0221,"Less Than 0.5%","1984","Kenya",425.311373,0.222141111981615,"Very Low",795.9622,0.415732894599394,"Low","1984","Kenya",1772.13,0.925587590097148,"Low"
"3307","1985",14.06,346.12,304.54,1652.29,"1985","Kenya",1987.7,308.65,"Very Low",0.0188,"Less Than 0.5%","1985","Kenya",371.595904,0.186947680233436,"Very Low",795.6987,0.400311264275293,"Low","1985","Kenya",1765.57,0.888247723499522,"Low"
"3308","1986",14.14,347.42,305.37,1669.49,"1986","Kenya",2062.3,351.03,"Very Low",0.02,"Less Than 0.5%","1986","Kenya",407.296082,0.197496039373515,"Very Low",822.1448,0.398654317994472,"Low","1986","Kenya",1798.58,0.872123357416477,"Low"
"3309","1987",14.28,349.19,305.55,1680.66,"1987","Kenya",2138.2,372.78,"Very Low",0.0243,"Less Than 0.5%","1987","Kenya",507.587186,0.237389947619493,"Very Low",820.9079,0.383924749789542,"Low","1987","Kenya",1810.32,0.84665606584978,"Low"
"3310","1988",14.29,351.57,306.49,1698.83,"1988","Kenya",2215.4,377.16,"Very Low",0.0216,"Less Than 0.5%","1988","Kenya",468.995963,0.211698096506274,"Very Low",881.516,0.397903764557191,"Low","1988","Kenya",1913.78,0.863853028798411,"Low"
"3311","1989",14.19,353.12,307.48,1710.52,"1989","Kenya",2293.5,361.15,"Very Low",0.023,"Less Than 0.5%","1989","Kenya",508.847904,0.221865229561805,"Very Low",912.7609,0.397977283627643,"Low","1989","Kenya",1988.32,0.866936995857859,"Low"
"3312","1990",14.35,354.39,308.78,1709.33,"1990","Kenya",2372.5,361.33,"Very Low",0.0256,"Less Than 0.5%","1990","Kenya",568.608974,0.239666585458377,"Very Low",928.5616,0.391385289778714,"Low","1990","Kenya",2032.43,0.856661749209694,"Low"
"3313","1991",14.29,355.61,309.57,1729.07,"1991","Kenya",2452.2,332.42,"Very Low",0.021,"Less Than 0.5%","1991","Kenya",471.035049,0.192086717641302,"Very Low",898.8822,0.366561536579398,"Low","1991","Kenya",2006.76,0.818350868607781,"Low"
"3314","1992",14.14,356.45,310,1731.05,"1992","Kenya",2532.6,324.14,"Very Low",0.0243,"Less Than 0.5%","1992","Kenya",540.208389,0.213301898839138,"Very Low",911.4589,0.359890586748796,"Low","1992","Kenya",2039.3,0.805219932085604,"Low"
"3315","1993",14.18,357.1,310.25,1735.65,"1993","Kenya",2613.6,220.07,"Very Low",0.0281,"Less Than 0.5%","1993","Kenya",621.513671,0.237799843510866,"Very Low",911.5364,0.348766605448424,"Low","1993","Kenya",2077.71,0.794960973370064,"Low"
"3316","1994",14.24,358.83,310.98,1741.66,"1994","Kenya",2695.1,265.23,"Very Low",0.0285,"Less Than 0.5%","1994","Kenya",642.044518,0.238226603094505,"Very Low",937.9794,0.348031390300917,"Low","1994","Kenya",2142.88,0.795102222552039,"Low"
"3317","1995",14.37,360.82,311.78,1747.1,"1995","Kenya",2776.8,325.78,"Very Low",0.0322,"Less Than 0.5%","1995","Kenya",740.545533,0.266690266853933,"Very Low",938.2646,0.337894194756554,"Low","1995","Kenya",2167.67,0.780635983866321,"Low"
"3318","1996",14.22,362.61,312.81,1749.86,"1996","Kenya",2858.9,421.34,"Very Low",0.0389,"Less Than 0.5%","1996","Kenya",915.497196,0.320227078946448,"Very Low",882.663,0.308742173563259,"Low","1996","Kenya",2088.3,0.730455769701634,"Low"
"3319","1997",14.41,363.73,313.53,1753.94,"1997","Kenya",2941.6,445.88,"Very Low",0.034,"Less Than 0.5%","1997","Kenya",811.974125,0.276031453970628,"Very Low",879.5909,0.29901784742997,"Low","1997","Kenya",2117.47,0.719836143595322,"Low"
"3320","1998",14.55,366.7,314.2,1762.43,"1998","Kenya",3025,465.91,"Very Low",0.0413,"Less Than 0.5%","1998","Kenya",989.601867,0.327141113057851,"Very Low",957.962,0.316681652892562,"Low","1998","Kenya",2198.59,0.726806611570248,"Low"
"3321","1999",14.34,368.38,315.15,1772.33,"1999","Kenya",3109.9,414.68,"Very Low",0.0419,"Less Than 0.5%","1999","Kenya",1002.932454,0.322496689282614,"Very Low",980.7253,0.315355895687964,"Low","1999","Kenya",2312.85,0.743705585388598,"Low"
"3322","2000",14.33,369.55,316.14,1774.07,"2000","Kenya",3196.5,397.48,"Very Low",0.0419,"Less Than 0.5%","2000","Kenya",1030.156977,0.322276545283904,"Very Low",924.761,0.289304239011419,"Low","2000","Kenya",2228.32,0.697112466760519,"Low"
"3323","2001",14.47,371.14,316.89,1772.95,"2001","Kenya",3284.9,395.33,"Very Low",0.0367,"Less Than 0.5%","2001","Kenya",923.565406,0.281154801059393,"Very Low",945.7573,0.287910530000913,"Low","2001","Kenya",2289.76,0.69705622697799,"Low"
"3324","2002",14.52,373.28,317.47,1773.14,"2002","Kenya",3375.2,389.54,"Very Low",0.0307,"Less Than 0.5%","2002","Kenya",781.959694,0.231678032116615,"Very Low",949.2696,0.281248400094809,"Low","2002","Kenya",2351.3,0.696640199099313,"Low"
"3325","2003",14.54,375.8,318.21,1777.41,"2003","Kenya",3467.9,429.79,"Very Low",0.0245,"Less Than 0.5%","2003","Kenya",658.557186,0.189900858156233,"Very Low",1023.0279,0.294999250266732,"Low","2003","Kenya",2437.38,0.702840335649817,"Low"
"3326","2004",14.48,377.52,318.93,1775.44,"2004","Kenya",3563.5,451.67,"Very Low",0.0264,"Less Than 0.5%","2004","Kenya",743.7994,0.208727206398204,"Very Low",1048.8013,0.294317749403676,"Low","2004","Kenya",2558.42,0.717951452223937,"Low"
"3327","2005",14.57,379.8,319.6,1774.55,"2005","Kenya",3662.5,511.62,"Very Low",0.0285,"Less Than 0.5%","2005","Kenya",833.859893,0.227675056109215,"Very Low",1059.5118,0.289286498293515,"Low","2005","Kenya",2561.48,0.699380204778157,"Low"
"3328","2006",14.54,381.9,320.37,1776.4,"2006","Kenya",3764.9,685.95,"Very Low",0.0308,"Less Than 0.5%","2006","Kenya",933.655069,0.247989340752742,"Very Low",1107.2115,0.294087890780632,"Low","2006","Kenya",2638.28,0.700756992217589,"Low"
"3329","2007",14.52,383.79,321.14,1781.75,"2007","Kenya",3870.6,825.67,"Very Low",0.0309,"Less Than 0.5%","2007","Kenya",954.04262,0.246484426187154,"Very Low",1086.3516,0.280667493411874,"Low","2007","Kenya",2654.46,0.685800651061851,"Low"
"3330","2008",14.44,385.6,322.11,1789.94,"2008","Kenya",3979.2,902.07,"Very Low",0.0311,"Less Than 0.5%","2008","Kenya",991.17118,0.24908805287495,"Very Low",1155.5002,0.290385052271813,"Low","2008","Kenya",2744.71,0.689764274225975,"Low"
"3331","2009",14.55,387.43,322.88,1793.63,"2009","Kenya",4090.2,905.13,"Very Low",0.038,"Less Than 0.5%","2009","Kenya",1196.40802,0.292505994816879,"Very Low",1201.1694,0.293670089482177,"Low","2009","Kenya",2743.65,0.670786269620067,"Low"
"3332","2010",14.62,389.9,323.7,1796.84,"2010","Kenya",4203.1,951.69,"Very Low",0.0355,"Less Than 0.5%","2010","Kenya",1174.596463,0.279459556755728,"Very Low",1136.3081,0.270350003568794,"Low","2010","Kenya",2747.72,0.653736527800909,"Low"
"3333","2011",14.48,391.65,324.61,1803.42,"2011","Kenya",4317.8,971.63,"Very Low",0.0376,"Less Than 0.5%","2011","Kenya",1292.806115,0.299413153689379,"Very Low",1147.671181,0.265799986335634,"Low","2011","Kenya",2775.1972,0.642734077539488,"Low"
"3334","2012",14.54,393.85,325.58,1810.33,"2012","Kenya",4434.3,1136.87,"Very Low",0.0343,"Less Than 0.5%","2012","Kenya",1196.715615,0.26987700764495,"Very Low",1159.034262,0.261379307218727,"Low","2012","Kenya",2802.6744,0.632044381300318,"Low"
"3335","2013",14.57,396.52,326.53,1815.44,"2013","Kenya",4552,1210.39,"Very Low",0.0363,"Less Than 0.5%","2013","Kenya",1277.047404,0.280546442003515,"Very Low",NA,NA,NA,"2013","Kenya",NA,NA,NA
"3336","2014",14.64,398.65,327.61,1824.4,"2014","Kenya",4670,1315.8,"Very Low",0.0385,"Less Than 0.5%","2014","Kenya",1365.640792,0.292428435117773,"Very Low",NA,NA,NA,"2014","Kenya",NA,NA,NA
"3337","2015",14.83,400.83,328.51,1834.63,"2015","Kenya",4787.8,1336.88,"Very Low",0.041,"Less Than 0.5%","2015","Kenya",1454.861566,0.303868492000501,"Very Low",NA,NA,NA,"2015","Kenya",NA,NA,NA
"3338","2016",14.89,404.24,329.29,1842.4,"2016","Kenya",4905.2,1410.53,"Very Low",0.0427,"Less Than 0.5%","2016","Kenya",1523.421402,0.310572739541711,"Very Low",NA,NA,NA,"2016","Kenya",NA,NA,NA
"3339","2017",14.81,406.55,NA,1849.63,"2017","Kenya",5022.1,1568.2,"Very Low",0.0438,"Less Than 0.5%","2017","Kenya",1581.821983,0.314972219390295,"Very Low",NA,NA,NA,"2017","Kenya",NA,NA,NA
"3340","1955",13.77,314.71,290.1,1207.03,"1955","Kuwait",18.2,NA,NA,0.0254,"Less Than 0.5%","1955","Kuwait",184.6656,10.1464615384615,"Very High",NA,NA,NA,"1955","Kuwait",NA,NA,NA
"3341","1956",13.72,315.34,NA,NA,"1956","Kuwait",19.2,NA,NA,0.0135,"Less Than 0.5%","1956","Kuwait",104.0576,5.41966666666667,"Very High",NA,NA,NA,"1956","Kuwait",NA,NA,NA
"3342","1957",13.97,315.34,NA,NA,"1957","Kuwait",20.5,NA,NA,0.0276,"Less Than 0.5%","1957","Kuwait",219.84,10.7239024390244,"Very High",NA,NA,NA,"1957","Kuwait",NA,NA,NA
"3343","1958",14.03,315.34,NA,NA,"1958","Kuwait",22.2,NA,NA,0.0449,"Less Than 0.5%","1958","Kuwait",368.9648,16.620036036036,"Very High",NA,NA,NA,"1958","Kuwait",NA,NA,NA
"3344","1959",13.98,315.97,NA,NA,"1959","Kuwait",24.3,NA,NA,0.0423,"Less Than 0.5%","1959","Kuwait",379.9568,15.6360823045267,"Very High",NA,NA,NA,"1959","Kuwait",NA,NA,NA
"3345","1960",13.95,316.91,291.4,1262.97,"1960","Kuwait",26.9,NA,NA,0.0829,"Less Than 0.5%","1960","Kuwait",779.6992,28.9851003717472,"Very High",NA,NA,NA,"1960","Kuwait",NA,NA,NA
"3346","1961",14,317.64,NA,NA,"1961","Kuwait",30.1,NA,NA,0.1055,"Less Than 0.5%","1961","Kuwait",997.3408,33.1342458471761,"Very High",NA,NA,NA,"1961","Kuwait",NA,NA,NA
"3347","1962",14.01,318.45,NA,NA,"1962","Kuwait",33.7,NA,NA,0.1451,"Less Than 0.5%","1962","Kuwait",1427.8608,42.3697566765579,"Very High",NA,NA,NA,"1962","Kuwait",NA,NA,NA
"3348","1963",14.02,318.99,NA,NA,"1963","Kuwait",37.9,NA,NA,0.1639,"Less Than 0.5%","1963","Kuwait",1701.1952,44.8864168865435,"Very High",NA,NA,NA,"1963","Kuwait",NA,NA,NA
"3349","1964",13.76,319.62,NA,NA,"1964","Kuwait",42.4,NA,NA,0.2308,"Less Than 0.5%","1964","Kuwait",2531.4576,59.7041886792453,"Very High",NA,NA,NA,"1964","Kuwait",NA,NA,NA
"3350","1965",13.83,320.04,292.9,1328.47,"1965","Kuwait",47.2,4443.41,"Very High",0.3087,"Less Than 0.5%","1965","Kuwait",3539.0576,74.9800338983051,"Very High",NA,NA,NA,"1965","Kuwait",NA,NA,NA
"3351","1966",13.89,321.38,NA,NA,"1966","Kuwait",52.3,4571.18,"Very High",0.2916,"Less Than 0.5%","1966","Kuwait",3512.3104,67.1569866156788,"Very High",NA,NA,NA,"1966","Kuwait",NA,NA,NA
"3352","1967",13.9,322.16,NA,NA,"1967","Kuwait",57.7,4230.85,"Very High",0.2045,"Less Than 0.5%","1967","Kuwait",2542.0832,44.0569012131716,"Very High",NA,NA,NA,"1967","Kuwait",NA,NA,NA
"3353","1968",13.87,323.04,NA,NA,"1968","Kuwait",63.3,4207.81,"Very High",0.1717,"Less Than 0.5%","1968","Kuwait",2242.368,35.4244549763033,"Very High",NA,NA,NA,"1968","Kuwait",NA,NA,NA
"3354","1969",14.01,324.62,NA,NA,"1969","Kuwait",68.9,4019.76,"Very High",0.1936,"Less Than 0.5%","1969","Kuwait",2680.9488,38.9107227866473,"Very High",NA,NA,NA,"1969","Kuwait",NA,NA,NA
"3355","1970",13.96,325.68,294.9,1403.19,"1970","Kuwait",74.4,3860.55,"Very High",0.1685,"Less Than 0.5%","1970","Kuwait",2502.1456,33.6309892473118,"Very High",52.62281,0.707295833333333,"High","1970","Kuwait",2191.04,29.4494623655914,"Very High"
"3356","1971",13.83,326.32,NA,NA,"1971","Kuwait",79.9,4858.71,"Very High",0.176,"Less Than 0.5%","1971","Kuwait",2711.7264,33.9390037546934,"Very High",70.00885,0.876205882352941,"High","1971","Kuwait",2306.87,28.8719649561952,"Very High"
"3357","1972",13.94,327.45,NA,NA,"1972","Kuwait",85.2,5224.93,"Very High",0.1723,"Less Than 0.5%","1972","Kuwait",2761.1904,32.408338028169,"Very High",86.3901799999999,1.01396924882629,"High","1972","Kuwait",2321.6,27.2488262910798,"Very High"
"3358","1973",14.09,329.68,NA,NA,"1973","Kuwait",90.6,5971.83,"Very High",0.1434,"Less Than 0.5%","1973","Kuwait",2422.2704,26.7358763796909,"Very High",87.5762399999999,0.966625165562913,"High","1973","Kuwait",1996.4,22.0353200883002,"Very High"
"3359","1974",13.84,330.18,NA,NA,"1974","Kuwait",96.2,13521.71,"Very High",0.1141,"Less Than 0.5%","1974","Kuwait",1931.202281,20.0748677858628,"Very High",80.27481,0.834457484407484,"High","1974","Kuwait",1552.49,16.1381496881497,"Very High"
"3360","1975",13.91,331.11,297.4,1483.57,"1975","Kuwait",102.2,11768.53,"Very High",0.0999,"Less Than 0.5%","1975","Kuwait",1681.293708,16.4510147553816,"Very High",74.36125,0.72760518590998,"High","1975","Kuwait",1241.65,12.149217221135,"Very High"
"3361","1976",13.83,332.04,NA,NA,"1976","Kuwait",108.6,12093.32,"Very High",0.1037,"Less Than 0.5%","1976","Kuwait",1845.61967,16.9946562615101,"Very High",64.53952,0.594286556169429,"High","1976","Kuwait",1208.58,11.128729281768,"Very High"
"3362","1977",14.11,333.83,NA,NA,"1977","Kuwait",115.4,12253.76,"Very High",0.0937,"Less Than 0.5%","1977","Kuwait",1720.141063,14.9059017590988,"Very High",74.12875,0.642363518197574,"High","1977","Kuwait",1077.98,9.34124783362218,"Very High"
"3363","1978",14.02,335.4,298.82,1532.77,"1978","Kuwait",122.4,12663.45,"Very High",0.113,"Less Than 0.5%","1978","Kuwait",2097.15797,17.1336435457516,"Very High",80.22676,0.655447385620915,"High","1978","Kuwait",1234.81,10.0883169934641,"Very High"
"3364","1979",14.13,336.84,300.04,1549.53,"1979","Kuwait",129.6,19092.96,"Very High",0.09,"Less Than 0.5%","1979","Kuwait",1762.767946,13.6016045216049,"Very High",85.8523299999999,0.662440817901234,"High","1979","Kuwait",1324.04,10.2163580246914,"Very High"
"3365","1980",14.18,338.75,300.65,1566.28,"1980","Kuwait",136.9,20924.26,"Very High",0.127,"Less Than 0.5%","1980","Kuwait",2461.618233,17.9811412198685,"Very High",72.4138299999999,0.528954200146091,"Low","1980","Kuwait",920.189,6.72161431701972,"Very High"
"3366","1981",14.22,340.11,301.23,1583.48,"1981","Kuwait",143.9,17408.55,"Very High",0.1338,"Less Than 0.5%","1981","Kuwait",2513.962131,17.4702024391939,"Very High",66.57994,0.462682001389854,"Low","1981","Kuwait",646.834,4.49502432244614,"Very High"
"3367","1982",14.09,341.45,303.56,1600.69,"1982","Kuwait",150.8,14312.37,"Very High",0.1132,"Less Than 0.5%","1982","Kuwait",2109.026721,13.9855883355438,"Very High",77.66244,0.515002917771883,"Low","1982","Kuwait",501.69,3.32685676392573,"Very High"
"3368","1983",14.26,343.05,303.78,1617.89,"1983","Kuwait",157.7,13233.9,"Very High",0.1161,"Less Than 0.5%","1983","Kuwait",2154.121771,13.6596180786303,"Very High",79.27785,0.502713062777426,"Low","1983","Kuwait",599.908,3.80410906785035,"Very High"
"3369","1984",14.07,344.65,304.02,1635.09,"1984","Kuwait",165.2,13132.77,"Very High",0.1472,"Less Than 0.5%","1984","Kuwait",2828.524158,17.121816937046,"Very High",86.75629,0.525159140435835,"High","1984","Kuwait",646.948,3.91615012106538,"Very High"
"3370","1985",14.06,346.12,304.54,1652.29,"1985","Kuwait",173.5,12356.91,"Very High",0.1469,"Less Than 0.5%","1985","Kuwait",2907.018317,16.7551488011527,"Very High",85.0853899999999,0.490405706051873,"Low","1985","Kuwait",644.165,3.71276657060519,"Very High"
"3371","1986",14.14,347.42,305.37,1669.49,"1986","Kuwait",183.2,9771.1,"Very High",0.1727,"Less Than 0.5%","1986","Kuwait",3523.026533,19.2304941757642,"Very High",93.53506,0.510562554585153,"Low","1986","Kuwait",651.143,3.55427401746725,"Very High"
"3372","1987",14.28,349.19,305.55,1680.66,"1987","Kuwait",193.9,11535.22,"Very High",0.15,"Less Than 0.5%","1987","Kuwait",3137.785788,16.1824950386797,"Very High",102.12485,0.526688241361526,"Low","1987","Kuwait",657.163,3.38918514698298,"Very High"
"3373","1988",14.29,351.57,306.49,1698.83,"1988","Kuwait",203.5,10169.01,"High",0.1514,"Less Than 0.5%","1988","Kuwait",3282.511107,16.1302757100737,"Very High",104.689789999999,0.514446142506138,"High","1988","Kuwait",727.56,3.57523341523342,"Very High"
"3374","1989",14.19,353.12,307.48,1710.52,"1989","Kuwait",209.3,11617.16,"Very High",0.1615,"Less Than 0.5%","1989","Kuwait",3577.16449,17.0910869087434,"Very High",104.44737,0.499031868131868,"Low","1989","Kuwait",852.321,4.07224558050645,"Very High"
"3375","1990",14.35,354.39,308.78,1709.33,"1990","Kuwait",209.5,8794.63,"High",0.2294,"Less Than 0.5%","1990","Kuwait",5088.623143,24.2893706109785,"Very High",59.23976,0.282767350835322,"Very Low","1990","Kuwait",542.015,2.58718377088305,"Very High"
"3376","1991",14.29,355.61,309.57,1729.07,"1991","Kuwait",203.1,5419.59,"High",0.0454,"Less Than 0.5%","1991","Kuwait",1017.42175,5.00946208764156,"High",49.37835,0.243123338257016,"Very Low","1991","Kuwait",234.512,1.15466272772033,"High"
"3377","1992",14.14,356.45,310,1731.05,"1992","Kuwait",191.2,NA,NA,0.0947,"Less Than 0.5%","1992","Kuwait",2102.185162,10.9946922698745,"Very High",75.46113,0.394671182008368,"Low","1992","Kuwait",578.439,3.02530857740586,"Very High"
"3378","1993",14.18,357.1,310.25,1735.65,"1993","Kuwait",177.3,NA,NA,0.1499,"Less Than 0.5%","1993","Kuwait",3320.201436,18.7264604399323,"Very High",82.35863,0.46451567963903,"Low","1993","Kuwait",850.826,4.79879300620417,"Very High"
"3379","1994",14.24,358.83,310.98,1741.66,"1994","Kuwait",165.9,NA,NA,0.1721,"Less Than 0.5%","1994","Kuwait",3878.172262,23.376565774563,"Very High",97.23429,0.586101808318264,"High","1994","Kuwait",1034.79,6.2374321880651,"Very High"
"3380","1995",14.37,360.82,311.78,1747.1,"1995","Kuwait",160.6,16932.15,"Very High",0.2373,"Less Than 0.5%","1995","Kuwait",5458.897835,33.9906465442092,"Very High",95.22332,0.592922291407223,"High","1995","Kuwait",1020.47,6.3541095890411,"Very High"
"3381","1996",14.22,362.61,312.81,1749.86,"1996","Kuwait",162.7,19358.38,"Very High",0.2122,"Less Than 0.5%","1996","Kuwait",4991.359682,30.6783016717886,"Very High",95.59997,0.587584326982176,"High","1996","Kuwait",1036.58,6.37111247695144,"Very High"
"3382","1997",14.41,363.73,313.53,1753.94,"1997","Kuwait",171,17748.86,"Very High",0.2286,"Less Than 0.5%","1997","Kuwait",5467.064861,31.9711395380117,"Very High",98.53071,0.57620298245614,"High","1997","Kuwait",1071.35,6.26520467836257,"Very High"
"3383","1998",14.55,366.7,314.2,1762.43,"1998","Kuwait",183.1,14166.18,"High",0.215,"Less Than 0.5%","1998","Kuwait",5156.059131,28.1597986400874,"Very High",97.5473899999999,0.532754724194429,"Low","1998","Kuwait",1033.75,5.64582195521573,"Very High"
"3384","1999",14.34,368.38,315.15,1772.33,"1999","Kuwait",195.2,15435.18,"High",0.2249,"Less Than 0.5%","1999","Kuwait",5382.220872,27.5728528278689,"Very High",93.61225,0.479570952868852,"High","1999","Kuwait",961.703,4.92675717213115,"Very High"
"3385","2000",14.33,369.55,316.14,1774.07,"2000","Kuwait",204.5,18440.38,"Very High",0.2174,"Less Than 0.5%","2000","Kuwait",5338.40775,26.1046833740831,"Very High",103.15715,0.504435941320293,"High","2000","Kuwait",1036.88,5.07031784841076,"Very High"
"3386","2001",14.47,371.14,316.89,1772.95,"2001","Kuwait",210.3,16587.18,"Very High",0.2287,"Less Than 0.5%","2001","Kuwait",5748.468108,27.3346082168331,"Very High",49.28721,0.234366191155492,"Very Low","2001","Kuwait",998.385,4.74743223965763,"Very High"
"3387","2002",14.52,373.28,317.47,1773.14,"2002","Kuwait",213.7,17846.33,"Very High",0.2274,"Less Than 0.5%","2002","Kuwait",5797.985046,27.1314227702387,"Very High",50.79071,0.237672952737482,"Very Low","2002","Kuwait",968.636,4.53269068788021,"Very High"
"3388","2003",14.54,375.8,318.21,1777.41,"2003","Kuwait",216.2,22148.38,"Very High",0.2219,"Less Than 0.5%","2003","Kuwait",5962.293397,27.5776752867715,"Very High",57.06263,0.263934458834413,"Low","2003","Kuwait",1132.34,5.23746530989824,"Very High"
"3389","2004",14.48,377.52,318.93,1775.44,"2004","Kuwait",220,27011.73,"Very High",0.2239,"Less Than 0.5%","2004","Kuwait",6310.79319,28.6854235909091,"Very High",61.72534,0.280569727272727,"Low","2004","Kuwait",1186.66,5.39390909090909,"Very High"
"3390","2005",14.57,379.8,319.6,1774.55,"2005","Kuwait",227,35591.01,"Very High",0.2433,"Less Than 0.5%","2005","Kuwait",7116.643854,31.3508539823789,"Very High",67.33572,0.296633127753304,"Low","2005","Kuwait",1294.57,5.70295154185022,"Very High"
"3391","2006",14.54,381.9,320.37,1776.4,"2006","Kuwait",237.4,42781.37,"Very High",0.2423,"Less Than 0.5%","2006","Kuwait",7338.909129,30.913686305813,"Very High",63.51683,0.267551937657961,"Low","2006","Kuwait",1319.86,5.55964616680708,"Very High"
"3392","2007",14.52,383.79,321.14,1781.75,"2007","Kuwait",250.4,45782.28,"Very High",0.2425,"Less Than 0.5%","2007","Kuwait",7487.477799,29.9020678873802,"Very High",62.50561,0.24962304313099,"Very Low","2007","Kuwait",1269.2,5.06869009584665,"Very High"
"3393","2008",14.44,385.6,322.11,1789.94,"2008","Kuwait",265.6,55494.95,"Very High",0.2582,"Less Than 0.5%","2008","Kuwait",8229.826372,30.985792063253,"Very High",63.21427,0.238005534638554,"Very Low","2008","Kuwait",1281.72,4.82575301204819,"Very High"
"3394","2009",14.55,387.43,322.88,1793.63,"2009","Kuwait",282.1,37561.67,"Very High",0.2758,"Less Than 0.5%","2009","Kuwait",8695.492718,30.8241500106345,"Very High",66.52879,0.235834065934066,"Low","2009","Kuwait",1223.05,4.33551931939029,"Very High"
"3395","2010",14.62,389.9,323.7,1796.84,"2010","Kuwait",299.2,38577.38,"Very High",0.27,"Less Than 0.5%","2010","Kuwait",8927.222468,29.8369734893048,"Very High",69.04847,0.230776971925134,"Low","2010","Kuwait",1244.18,4.15835561497326,"Very High"
"3396","2011",14.48,391.65,324.61,1803.42,"2011","Kuwait",316.8,48618.88,"Very High",0.2638,"Less Than 0.5%","2011","Kuwait",9063.011595,28.6079911458333,"Very High",69.7389547,0.220135589330808,"Very Low","2011","Kuwait",1256.6218,3.96660921717172,"Very High"
"3397","2012",14.54,393.85,325.58,1810.33,"2012","Kuwait",334.9,51979,"Very High",0.2918,"Less Than 0.5%","2012","Kuwait",10189.03244,30.424104031054,"Very High",70.4294394,0.210299908629442,"Very Low","2012","Kuwait",1269.0636,3.7893807106599,"Very High"
"3398","2013",14.57,396.52,326.53,1815.44,"2013","Kuwait",352.6,49388.21,"Very High",0.2778,"Less Than 0.5%","2013","Kuwait",9781.467195,27.7409733267158,"Very High",NA,NA,NA,"2013","Kuwait",NA,NA,NA
"3399","2014",14.64,398.65,327.61,1824.4,"2014","Kuwait",369.1,44062.4,"Very High",0.2669,"Less Than 0.5%","2014","Kuwait",9476.330107,25.674153635871,"Very High",NA,NA,NA,"2014","Kuwait",NA,NA,NA
"3400","2015",14.83,400.83,328.51,1834.63,"2015","Kuwait",383.6,29869.53,"Very High",0.2885,"Less Than 0.5%","2015","Kuwait",10232.70131,26.6754465849844,"Very High",NA,NA,NA,"2015","Kuwait",NA,NA,NA
"3401","2016",14.89,404.24,329.29,1842.4,"2016","Kuwait",395.7,27653.16,"Very High",0.29,"Less Than 0.5%","2016","Kuwait",10345.5954,26.1450477634572,"Very High",NA,NA,NA,"2016","Kuwait",NA,NA,NA
"3402","2017",14.81,406.55,NA,1849.63,"2017","Kuwait",405.6,29759.53,"Very High",0.2888,"Less Than 0.5%","2017","Kuwait",10439.3492,25.738040433925,"Very High",NA,NA,NA,"2017","Kuwait",NA,NA,NA
"3403","1955",13.77,314.71,290.1,1207.03,"1955","Lebanon",153.2,NA,NA,0.0224,"Less Than 0.5%","1955","Lebanon",162.3152,1.05949869451697,"High",NA,NA,NA,"1955","Lebanon",NA,NA,NA
"3404","1956",13.72,315.34,NA,NA,"1956","Lebanon",158.4,NA,NA,0.0244,"Less Than 0.5%","1956","Lebanon",188.696,1.19126262626263,"High",NA,NA,NA,"1956","Lebanon",NA,NA,NA
